2000,-0.890625,-0.9375,-0.132813
2001,-0.804688,-0.820313,0.054688
2002,-0.78125,-0.898438,0.015625
2003,-0.859375,-1.078125,-0.023438
2004,-0.898438,-0.96875,-0.070313
2005,-0.84375,-0.867188,0.03125
2006,-0.875,-0.742188,0.15625
2007,-0.984375,-0.671875,0.203125
2008,-0.992188,-0.710938,0.179688
2009,-0.945313,-0.742188,0.15625
2010,-0.953125,-0.828125,0.15625
2011,-1.007813,-0.734375,0.203125
2012,-1.023438,-0.625,0.3125
2013,-1.03125,-0.570313,0.304688
2014,-1.0625,-0.609375,0.210938
2015,-1.070313,-0.679688,0.117188
2016,-1.078125,-0.679688,0.1875
2017,-1.101563,-0.523438,0.367188
2018,-1.070313,-0.257813,0.382813
2019,-1.085938,-0.367188,0.203125
2020,-1.117188,-0.546875,0.023438
2021,-1.09375,-0.648438,0
2022,-1.03125,-0.671875,0.015625
2023,-1.015625,-0.632813,0.03125
2024,-1.0625,-0.539063,0.148438
2025,-1.070313,0.054688,1.023438
2026,-1.304688,-0.382813,2.460938
2027,-1.171875,-0.046875,0.921875
2028,-0.921875,-0.28125,0.109375
2029,-1.171875,0.085938,-0.117188
2030,-1,-0.039063,-0.359375
2031,-0.921875,-0.234375,-0.492188
2032,-0.953125,-0.117188,-0.515625
2033,-0.914063,-0.195313,-0.53125
2034,-0.921875,-0.234375,-0.453125
2035,-0.96875,-0.234375,-0.234375
2036,-1.070313,-0.1875,0.195313
2037,-1.117188,-0.085938,0.5625
2038,-1.101563,-0.070313,0.296875
2039,-1.007813,-0.140625,-0.046875
2040,-1.03125,-0.21875,-0.171875
2041,-1,-0.164063,-0.234375
2042,-1,-0.148438,-0.234375
2043,-1,-0.171875,-0.15625
2044,-1,-0.1875,-0.132813
2045,-1.007813,-0.15625,-0.039063
2046,-1.015625,-0.125,0.015625
2047,-1.039063,-0.117188,-0.007813
2048,-1.03125,-0.148438,-0.085938
2049,-1.007813,-0.15625,-0.132813
2050,-1,-0.164063,-0.125
2051,-0.992188,-0.132813,-0.101563
2052,-1.023438,-0.171875,-0.09375
2053,-1.007813,-0.195313,-0.09375
2054,-1.007813,-0.203125,-0.078125
2055,-1.015625,-0.164063,-0.078125
2056,-1.03125,-0.132813,-0.070313
2057,-1.015625,-0.132813,-0.0625
2058,-1,-0.171875,-0.078125
2059,-1,-0.195313,-0.101563
2060,-1,-0.195313,-0.109375
2061,-1.007813,-0.1875,-0.09375
2062,-1.007813,-0.1875,-0.085938
2063,-1.023438,-0.164063,-0.070313
2064,-1.03125,-0.171875,-0.070313
2065,-1.015625,-0.171875,-0.070313
2066,-1.015625,-0.171875,-0.070313
2067,-1.023438,-0.164063,-0.085938
2068,-1.015625,-0.179688,-0.078125
2069,-1.007813,-0.1875,-0.070313
2070,-1,-0.179688,-0.078125
2071,-1.015625,-0.195313,-0.085938
2072,-1.007813,-0.203125,-0.078125
2073,-1.007813,-0.15625,-0.0625
2074,-1.015625,-0.203125,-0.070313
2075,-1.015625,-0.210938,-0.078125
2076,-1.015625,-0.210938,-0.078125
2077,-1,-0.195313,-0.054688
2078,-1,-0.1875,-0.039063
2079,-1,-0.210938,-0.039063
2080,-0.976563,-0.242188,-0.0625
2081,-0.976563,-0.273438,-0.054688
2082,-0.976563,-0.289063,-0.03125
2083,-0.929688,-0.398438,0
2084,-0.9375,-0.460938,0.015625
2085,-0.976563,-0.46875,0
2086,-1,-0.476563,0
2087,-1.03125,-0.601563,0.023438
2088,-1.0625,-0.648438,0.085938
2089,-1.0625,-0.757813,0.117188
2090,-1.078125,-1.039063,0.1875
2091,-1.148438,-1.195313,0.210938
2092,-1.078125,-1.5625,-0.296875
2093,-1.164063,-1.65625,-0.484375
2094,-1.195313,-2.078125,-0.625
2095,-1.125,-1.953125,-0.742188
2096,-1.117188,-1.90625,-0.890625
2097,-1.023438,-1.617188,-0.914063
2098,-0.921875,-1.679688,-1.03125
2099,-0.890625,-1.578125,-0.765625
2100,-0.828125,-1.320313,-0.828125
2101,-0.726563,-1.398438,-0.8125
2102,-0.53125,-1.351563,-0.820313
2103,-0.375,-0.929688,-0.734375
2104,-0.171875,-0.796875,-0.578125
2105,-0.03125,-0.773438,-0.53125
2106,0.085938,-0.546875,-0.46875
2107,0.21875,-0.398438,-0.382813
2108,0.414063,-0.289063,-0.320313
2109,0.484375,-0.164063,-0.226563
2110,0.382813,-0.039063,-0.1875
2111,0.265625,-0.046875,-0.179688
2112,0.078125,-0.101563,-0.132813
2113,-0.203125,-0.117188,-0.164063
2114,-0.8125,-0.1875,-0.148438
2115,-1.890625,-0.242188,-0.234375
2116,-3.5625,-0.65625,-0.554688
2117,-4,-1.554688,-1.328125
2118,-4,-1.875,-1.859375
2119,-3.007813,-1.007813,-2.132813
2120,-0.710938,-0.429688,-2.585938
2121,1.640625,-0.976563,-3.484375
2122,3.992188,-1.023438,-4
2123,3.992188,-1.484375,-4
2124,3.992188,-2.3125,-2.070313
2125,3.992188,-0.046875,0.234375
2126,2.367188,0.648438,0.648438
2127,1.820313,0.789063,-0.210938
2128,1.359375,0.546875,-1.3125
2129,1.140625,-0.914063,-1.890625
2130,1.242188,-0.882813,-1.359375
2131,1.21875,-0.8125,-0.890625
2132,1.164063,-0.507813,-0.953125
2133,1.09375,-0.90625,-1.15625
2134,1.25,-0.65625,-1.273438
2135,1.21875,-0.492188,-1.132813
2136,0.921875,-0.390625,-0.835938
2137,0.851563,-0.28125,-0.632813
2138,0.976563,-0.140625,-0.664063
2139,0.984375,-0.40625,-0.734375
2140,0.851563,-0.492188,-0.671875
2141,0.796875,-0.21875,-0.46875
2142,0.78125,-0.140625,-0.320313
2143,0.65625,-0.210938,-0.273438
2144,0.546875,-0.265625,-0.210938
2145,0.53125,-0.0625,-0.09375
2146,0.5,0.125,-0.007813
2147,0.46875,0.070313,0
2148,0.40625,-0.007813,0.023438
2149,0.414063,-0.015625,0.015625
2150,0.390625,-0.0625,-0.03125
2151,0.398438,-0.15625,-0.117188
2152,0.375,-0.179688,-0.132813
2153,0.335938,-0.265625,-0.09375
2154,0.304688,-0.335938,-0.125
2155,0.34375,-0.289063,-0.125
2156,0.359375,-0.390625,-0.078125
2157,0.359375,-0.421875,-0.125
2158,0.265625,-0.476563,-0.140625
2159,0.195313,-0.578125,-0.203125
2160,0.195313,-0.53125,-0.242188
2161,0.195313,-0.609375,-0.242188
2162,0.171875,-0.632813,-0.296875
2163,0.023438,-0.757813,-0.242188
2164,0.007813,-0.851563,-0.257813
2165,0.054688,-0.804688,-0.273438
2166,-0.03125,-0.601563,-0.234375
2167,-0.195313,-0.773438,-0.117188
2168,-0.203125,-1.273438,-0.1875
2169,-0.132813,-1.382813,-0.320313
2170,-0.179688,-1.1875,-0.375
2171,-0.265625,-1.164063,-0.359375
2172,-0.25,-1.148438,-0.398438
2173,-0.351563,-1.3125,-0.492188
2174,-0.382813,-1.601563,-0.460938
2175,-0.320313,-1.609375,-0.390625
2176,-0.289063,-1.171875,-0.335938
2177,-0.445313,-1.101563,-0.34375
2178,-0.515625,-1.3125,-0.390625
2179,-0.53125,-1.390625,-0.320313
2180,-0.539063,-1.210938,-0.257813
2181,-0.585938,-0.992188,-0.28125
2182,-0.640625,-1.007813,-0.320313
2183,-0.648438,-1.070313,-0.335938
2184,-0.71875,-0.984375,-0.304688
2185,-0.8125,-0.890625,-0.210938
2186,-0.890625,-0.992188,-0.085938
2187,-0.914063,-1.085938,-0.132813
2188,-0.890625,-0.976563,-0.234375
2189,-0.84375,-0.765625,-0.242188
2190,-0.875,-0.773438,-0.203125
2191,-0.875,-0.859375,-0.164063
2192,-0.875,-0.875,-0.203125
2193,-0.867188,-0.703125,-0.226563
2194,-0.890625,-0.695313,-0.242188
2195,-0.890625,-0.65625,-0.21875
2196,-0.882813,-0.578125,-0.195313
2197,-0.820313,-0.46875,-0.195313
2198,-0.742188,-0.28125,-0.15625
2199,-0.679688,-0.398438,-0.117188
2200,-0.773438,-0.492188,-0.148438
2201,-0.921875,-0.40625,-0.15625
